"name";"state";"Women";"American Indian / Alaska Native";"Asian";"Black";"Hispanic";"Native Hawaiian / Pacific Islander";"White";"Two Or More Races";"Unknown";"Non-Resident Foreign";"Total Minority";"total_enrollment";"early_career_pay";"mid_career_pay";"make_world_better_percent";"stem_percent";"type";"degree_length";"room_and_board";"in_state_tuition";"in_state_total";"out_of_state_tuition";"out_of_state_total";"On Campus";"Off Campus"
"Strayer University -Christiana (Del.)";"Delaware";222;1;3;188;23;0;104;8;7;1;223;335;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ITT Technical Institute at Miami (Fla.)";"Florida";117;2;2;76;217;0;20;6;11;1;303;335;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ITT Technical Institute at Columbus (Ohio)";"Ohio";97;1;0;155;11;0;135;21;12;0;188;335;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"YTI Career Institute at Altoona";"Pennsylvania";238;1;1;8;3;0;312;9;0;0;22;334;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Iliff School of Theology";"Colorado";188;5;9;27;13;0;265;5;8;1;59;333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MedTech College at Ft. Wayne (Ind.)";"Indiana";310;0;3;72;14;0;233;8;3;0;97;333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"University timate Medical Academy at Clearwater";"Florida";279;4;7;98;32;2;145;7;37;0;150;332;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"College of St. Joseph";"Vermont";173;0;1;54;25;0;250;0;0;2;80;332;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Herzing University at Brookfield (Wis.)";"Wisconsin";264;1;5;55;18;0;208;12;33;0;91;332;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Orleans Technical Institute, Center City Campus";"Pennsylvania";98;0;7;114;47;0;111;6;47;0;174;332;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bethesda University of California";"California";130;0;191;38;59;0;30;0;9;4;288;331;NA;NA;NA;NA;"Private";"4 Year";NA;8350;8350;8350;8350;NA;NA
"Valley College at Beckley";"West Virginia";277;1;1;52;1;1;264;11;0;0;67;331;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Widener University at Harrisburg";"Pennsylvania";187;3;12;28;13;0;264;1;9;0;57;330;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Northwood University (Tex.)";"Texas";193;2;3;129;62;0;64;2;65;3;198;330;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Talmudical Seminary Oholei Torah";"New York";0;0;0;0;0;0;330;0;0;0;0;330;NA;NA;NA;NA;"Private";"4 Year";7700;9800;17500;9800;17500;21500;28014
"ITT Technical Institute at Oklahoma City";"Oklahoma";171;15;11;96;29;0;158;11;10;0;162;330;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Everest College at Colorado Springs";"Colorado";228;7;2;82;55;6;138;35;5;0;187;330;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Welch College";"Tennessee";148;1;2;30;9;0;264;4;0;19;46;329;NA;NA;NA;NA;"Private";"4 Year";7704;19012;26716;19012;26716;34726;34812
"Art Institute of Fort Worth, a Campus of South University";"Texas";152;3;3;45;93;3;163;13;6;0;160;329;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brown Mackie College at Oklahoma City";"Oklahoma";273;16;3;139;43;0;124;0;4;0;201;329;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bard College at Simon's Rock";"Massachusetts";194;1;19;18;8;1;171;23;39;49;70;329;NA;NA;NA;NA;"Private";"4 Year";14916;55732;70648;55732;70648;71998;71998
"Everest College at Aurora (Colo.)";"Colorado";252;3;7;78;85;3;77;39;36;0;215;328;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Assemblies of God Theological Seminary";"Missouri";90;4;1;15;12;8;258;4;17;8;44;327;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Talmudical Seminary of Bobov";"New York";0;0;0;0;0;0;327;0;0;0;0;327;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17700;31160
"ITT Technical Institute at Getzville (N.Y.)";"New York";88;7;5;105;13;0;182;9;5;0;139;326;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"City University of New York-School of Law at Queens College";"New York";210;1;38;35;61;0;179;6;0;5;141;325;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Gwinnett College";"Georgia";292;0;15;211;33;0;66;0;0;0;259;325;NA;NA;NA;NA;"For Profit";"2 Year";NA;9850;9850;9850;9850;NA;NA
"Rainy River Community College";"Minnesota";172;8;3;33;11;1;225;17;5;22;73;325;NA;NA;NA;NA;"Public";"2 Year";4280;5325;9605;6507;10787;15425;15425
"Carrington College at Las Vegas";"Nevada";220;2;51;50;68;22;115;9;8;0;202;325;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Remington College at Houston";"Texas";248;0;13;164;103;0;37;7;0;1;287;325;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Vatterott College-Oklahoma City";"Oklahoma";140;10;4;150;14;0;131;15;0;0;193;324;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Virginia University of Lynchburg";"Virginia";146;0;0;319;2;0;3;0;0;0;321;324;NA;NA;NA;NA;"Private";"4 Year";9400;9000;18400;9000;18400;25329;25329
"American Film Institute Conservatory";"California";133;4;18;12;31;0;126;8;20;105;73;324;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"California Miramar University";"California";100;1;15;17;8;0;275;4;4;0;45;324;NA;NA;NA;NA;"Private";"4 Year";NA;12180;12180;12180;12180;NA;26001
"California College San Diego";"California";180;3;12;52;164;7;82;1;1;0;239;322;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33489
"All-State Career School-Allied Health Campus";"Pennsylvania";174;0;2;208;16;0;92;2;2;0;228;322;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30318
"Concordia Theological Seminary";"Indiana";34;0;6;7;2;0;251;4;31;21;19;322;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bryan University at Springfield (Mo.)";"Missouri";209;4;2;61;17;1;190;13;34;0;98;322;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Hohokus School-RETS Nutley";"New Jersey";181;1;4;72;135;2;96;0;11;0;214;321;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Rabbinical College Bobover Yeshiva B'nei Zion";"New York";0;0;0;0;0;0;321;0;0;0;0;321;NA;NA;NA;NA;"Private";"4 Year";4500;7750;12250;7750;12250;NA;NA
"College of Health Care Professions at San Antonio";"Texas";257;0;6;35;193;0;83;4;0;0;238;321;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Stevens Henager College at Ogden (University ah)";"Utah";228;3;1;8;33;1;256;4;15;0;50;321;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Faith Evangelical College and Seminary";"Washington";77;1;30;123;15;0;80;10;26;35;179;320;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"MedTechÊInstitute at Atlanta";"Georgia";271;0;1;271;19;0;19;5;5;0;296;320;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ITT Technical Institute-Charlotte South (N.C.)";"North Carolina";99;2;9;181;33;0;79;8;7;0;233;319;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ITT Technical Institute-Phoenix West";"Arizona";76;8;10;46;124;1;105;13;12;0;202;319;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Miller-Motte Technical College at Madison (Tenn.)";"Tennessee";130;3;2;127;14;0;160;7;6;0;153;319;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Jamestown Business College";"New York";227;20;0;6;51;2;224;12;3;0;91;318;NA;NA;NA;NA;"For Profit";"2 Year";NA;12600;12600;12600;12600;NA;22848
"Akron Institute of Herzing University";"Ohio";269;0;1;117;6;0;166;16;12;0;140;318;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Le Cordon Bleu College of Culinary Arts at Sacramento (Calif.)";"California";149;4;20;38;11;9;109;2;125;0;84;318;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"TESST College of Technology at Towson (Md.)";"Maryland";249;1;4;231;6;0;74;0;2;0;242;318;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Digital Media Arts College";"Florida";112;1;8;66;84;0;115;8;35;0;167;317;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lakeview College of Nursing";"Illinois";271;2;6;28;5;2;267;4;3;0;47;317;55000;94100;83;0;"Private";"4 Year";NA;16320;16320;16320;16320;NA;NA
"Los Angeles ORT College at Van Nuys (Calif.)";"California";204;0;9;2;79;0;227;0;0;0;90;317;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"St. Joseph's College of Nursing (N.Y.)";"New York";285;3;11;8;10;0;284;1;0;0;33;317;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kaplan College at Dayton (Ohio)";"Ohio";258;1;2;116;9;0;182;0;7;0;128;317;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Miller-Motte College at Cary (N.C.)";"North Carolina";274;1;7;167;26;1;99;6;9;0;208;316;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Alabama College of Osteopathic Medicine";"Alabama";120;0;41;23;16;0;215;13;8;0;93;316;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Platt College at San Diego";"California";103;4;31;34;77;0;109;32;27;2;178;316;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Florida Education Institute";"Florida";287;0;0;0;315;0;1;0;0;0;315;316;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pima Medical Institute-South Denver";"Colorado";294;3;9;54;126;1;101;21;0;0;214;315;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ITT Technical Institute at Columbia (S.C.)";"South Carolina";98;1;4;220;7;0;69;9;5;0;241;315;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fortis College at Montgomery (Ala.)";"Alabama";249;0;1;217;3;0;75;4;15;0;225;315;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fortis College at Norfolk (Va.)";"Virginia";270;1;3;237;7;3;60;2;2;0;253;315;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Sofia University";"California";231;2;3;24;23;0;160;70;25;7;122;314;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kaplan College at Lubbock (Tex.)";"Texas";277;0;3;37;207;0;61;0;6;0;247;314;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Calvary Bible College and Theological Seminary";"Missouri";150;3;7;32;9;1;254;6;0;2;58;314;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fortis College at Orange Park (Fla.)";"Florida";263;1;7;85;25;1;169;22;2;0;141;312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Zion Bible College";"Massachusetts";133;1;4;37;55;5;188;6;9;7;108;312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ITT Technical Institute-Grand Rapids South (Mich.)";"Michigan";98;3;3;46;28;0;216;10;6;0;90;312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ITT Technical Institute at Culver City (Calif.)";"California";64;2;15;97;149;0;23;11;15;0;274;312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Westwood College-O'Hare Airport";"Illinois";160;0;11;49;121;0;47;6;77;0;187;311;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Manhattan Christian College";"Kansas";147;5;1;8;9;0;236;3;34;15;26;311;39400;72200;NA;0;"Private";"4 Year";9092;15850;24942;15850;24942;30352;31260
"God's Bible School and College";"Ohio";140;2;3;10;10;0;250;0;6;29;25;310;NA;NA;NA;NA;"Private";"4 Year";NA;4270;4270;4270;4270;NA;NA
"Keck Graduate Institute";"California";173;0;98;9;28;4;70;11;12;78;150;310;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Lincoln Technical Institute-Northeast Philadelphia";"Pennsylvania";242;1;6;147;54;1;82;17;2;0;226;310;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"College of Health Care Professions at Fort Worth";"Texas";261;1;10;49;118;0;12;2;118;0;180;310;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dallas Christian College";"Texas";133;3;0;91;57;2;141;10;2;3;163;309;NA;NA;NA;NA;"Private";"4 Year";9010;17620;26630;17620;26630;33844;33844
"Saint Anthony College of Nursing";"Illinois";276;1;16;17;25;1;240;3;6;0;63;309;NA;NA;NA;NA;"Private";"4 Year";NA;25948;25948;25948;25948;NA;39468
"National American University at Lee's Summit (Mo.)";"Missouri";255;2;0;117;5;0;167;18;0;0;142;309;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Herzing University at Birmingham (Ala.)";"Alabama";195;0;2;163;5;0;109;18;12;0;188;309;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ITT Technical Institute at Dayton (Ohio)";"Ohio";128;3;5;81;1;1;202;11;5;0;102;309;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Columbia College Hollywood";"California";129;0;10;58;64;0;135;17;5;19;149;308;NA;NA;NA;NA;"Private";"4 Year";NA;25140;25140;25140;25140;NA;44439
"L'Ecole Culinaire at St. Louis";"Missouri";136;2;0;185;4;0;99;9;9;0;200;308;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ITT Technical Institute at Oak Brook (Ill.)";"Illinois";85;0;12;105;98;0;72;12;8;0;227;307;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Stautzenberger College at Brecksville (Ohio)";"Ohio";281;1;1;30;13;0;253;7;2;0;52;307;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brown Mackie College-Northern Kentucky";"Kentucky";240;0;1;42;8;1;252;0;2;0;52;306;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Interdenominational Theological Center";"Georgia";135;0;0;295;0;1;5;1;0;4;297;306;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Los Angeles ORT College at Los Angeles";"California";196;0;116;30;66;0;89;0;0;5;212;306;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Saint Louis College of Health Careers-South Taylor";"Missouri";286;4;0;281;0;0;10;6;4;0;291;305;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dawson Community College";"Montana";165;8;19;11;12;0;224;0;26;5;50;305;NA;NA;NA;NA;"Public";"2 Year";6075;3720;9795;7770;13845;16725;16250
"Watkins College of Art, Design & Film";"Tennessee";163;3;5;41;14;1;215;18;3;4;82;304;NA;NA;NA;NA;"Private";"4 Year";6750;24450;31200;24450;31200;NA;NA
"University of Texas M.D. Anderson Cancer Center";"Texas";205;3;75;33;73;1;93;0;2;23;185;303;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Andrew College";"Georgia";158;0;3;147;22;0;114;9;0;8;181;303;NA;NA;NA;NA;"Private";"2 Year";10636;17388;28024;17388;28024;37528;NA
"Career Technical College at Shreveport";"Louisiana";258;1;3;199;6;1;81;10;2;0;220;303;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Appalachian Bible College";"West Virginia";126;2;1;0;4;2;266;0;26;1;9;302;NA;NA;NA;NA;"Private";"4 Year";7960;14720;22680;14720;22680;26156;24158
"Kaplan College at Laredo (Tex.)";"Texas";227;0;1;0;294;0;4;0;1;0;295;300;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"International Academy of Design and Technology at Seattle";"Washington";136;4;22;21;7;6;90;7;142;0;67;299;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Seattle School of Theology & Psychology";"Washington";197;1;8;5;6;0;244;19;14;0;39;297;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Leech Lake Tribal College";"Minnesota";184;286;1;0;0;1;8;0;1;0;288;297;NA;NA;NA;NA;"Public";"2 Year";NA;4920;4920;4920;4920;NA;17998
"Quest College";"Texas";245;1;5;76;142;1;71;0;0;0;225;296;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"National American University -Wichita West (Kan.)";"Kansas";217;3;2;81;22;0;164;24;0;0;132;296;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Remington College-Baton Rouge Campus";"Louisiana";238;1;0;237;1;1;49;6;1;0;246;296;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29852
"ITT Technical Institute at Spokane Valley (Wash.)";"Washington";77;9;8;12;11;0;236;13;6;0;53;295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"National American University at Rio Rancho (N.M.)";"New Mexico";211;43;0;18;114;1;89;27;3;0;203;295;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Miller-Motte Technical College at Roanoke (Va.)";"Virginia";271;1;0;84;8;0;192;7;2;0;100;294;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ITT Technical Institute at Knoxville (Tenn.)";"Tennessee";80;3;3;42;9;0;227;5;5;0;62;294;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Trinity International University , Florida Regional Center";"Florida";193;0;5;99;135;0;41;0;13;0;239;293;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Dade Medical College at Homestead";"Florida";257;3;3;45;223;0;15;3;0;0;277;292;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Faith Baptist Bible College and Theological Seminary";"Iowa";147;3;4;6;3;2;270;4;0;0;22;292;NA;NA;NA;NA;"Private";"4 Year";6800;16876;23676;16876;23676;28115;28115
"Remington College at Shreveport (La.)";"Louisiana";216;0;0;193;9;0;81;7;1;0;209;291;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Calvin Theological Seminary";"Michigan";63;0;22;5;3;0;129;3;14;115;33;291;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ITT Technical Institute at Oxnard (Calif.)";"California";73;2;31;24;125;1;88;8;12;0;191;291;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Mayo Clinic College of Medicine-Mayo Graduate School";"Minnesota";164;4;17;9;23;2;108;3;49;76;58;291;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aaniiih Nakoda College";"Montana";178;256;0;0;2;0;33;0;0;0;258;291;NA;NA;NA;NA;"Public";"2 Year";NA;2380;2380;2380;2380;NA;17030
"Central Christian College of the Bible";"Missouri";142;2;4;10;7;0;254;12;1;0;35;290;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24043;30539
"University of Phoenix at Indianapolis (Ind.)";"Indiana";201;3;1;100;15;0;84;4;82;1;123;290;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Fortis College at Phoenix";"Arizona";256;3;3;52;92;0;79;8;53;0;158;290;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Sitting Bull College";"North Dakota";201;255;0;0;0;0;34;0;0;0;255;289;NA;NA;NA;NA;"Public";"2 Year";NA;3980;3980;3980;3980;14256;16126
"DeVry University of Michigan";"Michigan";174;0;6;160;11;2;106;1;1;2;180;289;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ottawa University -Milwaukee";"Wisconsin";223;6;6;44;13;0;160;4;56;0;73;289;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"University of Phoenix at Milwaukee (Wis.)";"Wisconsin";196;1;4;80;8;0;108;13;74;0;106;288;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ITT Technical Institute-Indianapolis East";"Indiana";82;0;3;116;5;0;143;9;12;0;133;288;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Knox Theological Seminary";"Florida";35;0;12;33;11;0;213;5;13;0;61;287;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Professional Skills Institute";"Ohio";244;0;6;76;9;0;186;9;0;0;100;286;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38468
"College of Business and Technology at Hialeah (Fla.)";"Florida";43;0;0;9;274;0;0;0;0;2;283;285;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Heritage Institute at Jacksonville (Fla.)";"Florida";208;1;10;106;22;2;131;11;1;1;152;285;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Claremont School of Theology";"California";137;0;25;25;21;6;128;7;30;43;84;285;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Vatterott Career College-Appling Farms";"Tennessee";147;0;0;224;5;0;54;2;0;0;231;285;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kaplan College at Ft. Worth (Tex.)";"Texas";247;1;5;74;132;3;66;0;3;0;215;284;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"University of Saint Mary of the Lake-Mundelein Seminary";"Illinois";21;0;3;1;21;0;193;0;0;66;25;284;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"John Paul the Great Catholic University";"California";109;3;17;5;52;3;151;6;47;0;86;284;NA;NA;NA;NA;"Private";"4 Year";7650;26100;33750;26100;33750;43512;43512
"Lawrence Memorial/Regis College";"Massachusetts";248;1;9;29;21;0;188;7;26;2;67;283;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"South College (N.C.)";"North Carolina";224;1;1;36;7;0;232;4;2;0;49;283;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"International Academy of Design and Technology at Henderson (Nev.)";"Nevada";78;3;18;55;16;6;83;5;97;0;103;283;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"University C The Business College at Utica";"New York";231;0;1;30;10;0;234;7;0;0;48;282;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Biblical Theological Seminary";"Pennsylvania";93;0;42;53;6;0;102;2;1;76;103;282;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"American University of Health Sciences";"California";196;0;181;20;40;2;25;13;0;1;256;282;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40094
"World Mission University";"California";172;0;172;0;0;0;0;0;0;110;172;282;NA;NA;NA;NA;"Private";"4 Year";NA;7200;7200;7200;7200;NA;21785
"Burnett International College";"Florida";224;0;0;271;6;0;4;0;0;0;277;281;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bryn Athyn College of the New Church";"Pennsylvania";137;0;5;55;24;1;184;0;0;12;85;281;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36496;31610
"American Academy of Dramatic Arts at Los Angeles";"California";166;3;3;23;27;1;116;37;2;68;94;280;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Taylor Business Institute (Ill.)";"Illinois";117;0;0;88;10;0;0;0;0;182;98;280;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Memphis Theological Seminary";"Tennessee";119;0;10;140;4;0;125;0;0;0;154;279;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kaplan College at Chula Vista (Calif.)";"California";230;0;13;32;211;5;11;0;7;0;261;279;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ITT Technical Institute at Everett (Wash.)";"Washington";79;3;26;18;27;0;180;11;14;0;85;279;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Argosy University at Seattle";"Washington";169;3;16;56;19;7;171;0;6;0;101;278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Phillips Beth Israel School of Nursing";"New York";231;0;35;69;34;19;120;0;0;1;157;278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ITT Technical Institute at Cary (N.C.)";"North Carolina";66;4;6;130;27;0;93;9;9;0;176;278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Marian Court College";"Massachusetts";188;0;5;16;45;0;95;0;116;0;66;277;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Robert B. Miller College";"Michigan";222;0;0;13;8;0;154;3;98;0;24;276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Strayer University at Jackson (Miss.)";"Mississippi";212;1;1;250;2;0;12;2;8;0;256;276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Platt College at Tulsa (Okla.)";"Oklahoma";209;20;4;77;18;2;147;5;3;0;126;276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Daytona College";"Florida";257;2;2;75;19;0;148;15;15;0;113;276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Medvance Institute-West Palm Beach";"Florida";197;1;0;111;68;0;62;8;26;0;188;276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Kaplan University at Mason City (Iowa)";"Iowa";233;2;2;5;12;0;171;0;84;0;21;276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ITT Technical Institute at Springfield (Ill.)";"Illinois";99;2;0;73;9;0;184;5;2;0;89;275;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ITT Technical Institute at Boise (Idaho)";"Idaho";136;5;9;8;21;1;219;5;6;0;49;274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Pacific College";"California";237;0;35;23;159;2;35;2;18;0;221;274;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ITT Technical Institute at Little Rock (Ark.)";"Arkansas";68;5;3;111;14;0;134;3;3;0;136;273;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
